comparison,project,llm,generated_relative_path,original_relative_path,generated_size_bytes,original_size_bytes,delta_size_bytes
original_vs_assisted,IMDB-Sentiment-Analysis,claude,IMDB-Sentiment-Analysis/GENAIGREENML_assisted_claude.py,IMDB-Sentiment-Analysis/GENAIGREENML_original_telemetry_chatgpt.py,1758,1633,125
original_vs_assisted,IMDB-Sentiment-Analysis,codex,IMDB-Sentiment-Analysis/GENAIGREENML_assisted_codex.py,IMDB-Sentiment-Analysis/GENAIGREENML_original_telemetry_chatgpt.py,3392,1633,1759
original_vs_assisted,IMDB-Sentiment-Analysis,gemini,IMDB-Sentiment-Analysis/GENAIGREENML_assisted_gemini.py,IMDB-Sentiment-Analysis/GENAIGREENML_original_telemetry_chatgpt.py,1962,1633,329
original_vs_autonomous,IMDB-Sentiment-Analysis,chatgpt,IMDB-Sentiment-Analysis/GENAIGREENML_autonomous_chatgpt.py,IMDB-Sentiment-Analysis/GENAIGREENML_original_telemetry_chatgpt.py,10093,1633,8460
original_vs_autonomous,IMDB-Sentiment-Analysis,claude,IMDB-Sentiment-Analysis/GENAIGREENML_autonomous_claude.py,IMDB-Sentiment-Analysis/GENAIGREENML_original_telemetry_chatgpt.py,2969,1633,1336
original_vs_autonomous,IMDB-Sentiment-Analysis,codex,IMDB-Sentiment-Analysis/GENAIGREENML_autonomous_codex.py,IMDB-Sentiment-Analysis/GENAIGREENML_original_telemetry_chatgpt.py,6660,1633,5027
original_vs_autonomous,IMDB-Sentiment-Analysis,gemini,IMDB-Sentiment-Analysis/GENAIGREENML_autonomous_gemini.py,IMDB-Sentiment-Analysis/GENAIGREENML_original_telemetry_chatgpt.py,4872,1633,3239
original_vs_assisted,Iris-Classification-ML-problem,chatgpt,Iris-Classification-ML-problem/GENAIGREENML_assisted_chatgpt.py,Iris-Classification-ML-problem/GENAIGREENML_original_telemetry_chatgpt.py,4961,3182,1779
original_vs_assisted,Iris-Classification-ML-problem,claude,Iris-Classification-ML-problem/GENAIGREENML_assisted_claude.py,Iris-Classification-ML-problem/GENAIGREENML_original_telemetry_chatgpt.py,2873,3182,-309
original_vs_assisted,Iris-Classification-ML-problem,codex,Iris-Classification-ML-problem/GENAIGREENML_assisted_codex.py,Iris-Classification-ML-problem/GENAIGREENML_original_telemetry_chatgpt.py,4932,3182,1750
original_vs_assisted,Iris-Classification-ML-problem,gemini,Iris-Classification-ML-problem/GENAIGREENML_assisted_gemini.py,Iris-Classification-ML-problem/GENAIGREENML_original_telemetry_chatgpt.py,3197,3182,15
original_vs_autonomous,Iris-Classification-ML-problem,chatgpt,Iris-Classification-ML-problem/GENAIGREENML_autonomous_chatgpt.py,Iris-Classification-ML-problem/GENAIGREENML_original_telemetry_chatgpt.py,11277,3182,8095
original_vs_autonomous,Iris-Classification-ML-problem,codex,Iris-Classification-ML-problem/GENAIGREENML_autonomous_codex.py,Iris-Classification-ML-problem/GENAIGREENML_original_telemetry_chatgpt.py,8522,3182,5340
original_vs_autonomous,Iris-Classification-ML-problem,gemini,Iris-Classification-ML-problem/GENAIGREENML_autonomous_gemini.py,Iris-Classification-ML-problem/GENAIGREENML_original_telemetry_chatgpt.py,5296,3182,2114
original_vs_assisted,Iris-Flower-Classification-Codealpha,chatgpt,Iris-Flower-Classification-Codealpha/GENAIGREENML_assisted_chatgpt.py,Iris-Flower-Classification-Codealpha/GENAIGREENML_original_telemetry_chatgpt.py,3053,1167,1886
original_vs_assisted,Iris-Flower-Classification-Codealpha,claude,Iris-Flower-Classification-Codealpha/GENAIGREENML_assisted_claude.py,Iris-Flower-Classification-Codealpha/GENAIGREENML_original_telemetry_chatgpt.py,2089,1167,922
original_vs_assisted,Iris-Flower-Classification-Codealpha,codex,Iris-Flower-Classification-Codealpha/GENAIGREENML_assisted_codex.py,Iris-Flower-Classification-Codealpha/GENAIGREENML_original_telemetry_chatgpt.py,3431,1167,2264
original_vs_assisted,Iris-Flower-Classification-Codealpha,gemini,Iris-Flower-Classification-Codealpha/GENAIGREENML_assisted_gemini.py,Iris-Flower-Classification-Codealpha/GENAIGREENML_original_telemetry_chatgpt.py,2195,1167,1028
original_vs_autonomous,Iris-Flower-Classification-Codealpha,chatgpt,Iris-Flower-Classification-Codealpha/GENAIGREENML_autonomous_chatgpt.py,Iris-Flower-Classification-Codealpha/GENAIGREENML_original_telemetry_chatgpt.py,8539,1167,7372
original_vs_autonomous,Iris-Flower-Classification-Codealpha,claude,Iris-Flower-Classification-Codealpha/GENAIGREENML_autonomous_claude.py,Iris-Flower-Classification-Codealpha/GENAIGREENML_original_telemetry_chatgpt.py,3165,1167,1998
original_vs_autonomous,Iris-Flower-Classification-Codealpha,codex,Iris-Flower-Classification-Codealpha/GENAIGREENML_autonomous_codex.py,Iris-Flower-Classification-Codealpha/GENAIGREENML_original_telemetry_chatgpt.py,7338,1167,6171
original_vs_autonomous,Iris-Flower-Classification-Codealpha,gemini,Iris-Flower-Classification-Codealpha/GENAIGREENML_autonomous_gemini.py,Iris-Flower-Classification-Codealpha/GENAIGREENML_original_telemetry_chatgpt.py,4599,1167,3432
original_vs_assisted,Iris-Flower-Classification-Codealpha2,chatgpt,Iris-Flower-Classification-Codealpha2/GENAIGREENML_assisted_chatgpt.py,Iris-Flower-Classification-Codealpha2/GENAIGREENML_original_telemetry_chatgpt.py,3010,1131,1879
original_vs_assisted,Iris-Flower-Classification-Codealpha2,claude,Iris-Flower-Classification-Codealpha2/GENAIGREENML_assisted_claude.py,Iris-Flower-Classification-Codealpha2/GENAIGREENML_original_telemetry_chatgpt.py,1924,1131,793
original_vs_assisted,Iris-Flower-Classification-Codealpha2,codex,Iris-Flower-Classification-Codealpha2/GENAIGREENML_assisted_codex.py,Iris-Flower-Classification-Codealpha2/GENAIGREENML_original_telemetry_chatgpt.py,2690,1131,1559
original_vs_assisted,Iris-Flower-Classification-Codealpha2,gemini,Iris-Flower-Classification-Codealpha2/GENAIGREENML_assisted_gemini.py,Iris-Flower-Classification-Codealpha2/GENAIGREENML_original_telemetry_chatgpt.py,1877,1131,746
original_vs_autonomous,Iris-Flower-Classification-Codealpha2,chatgpt,Iris-Flower-Classification-Codealpha2/GENAIGREENML_autonomous_chatgpt.py,Iris-Flower-Classification-Codealpha2/GENAIGREENML_original_telemetry_chatgpt.py,9948,1131,8817
original_vs_autonomous,Iris-Flower-Classification-Codealpha2,claude,Iris-Flower-Classification-Codealpha2/GENAIGREENML_autonomous_claude.py,Iris-Flower-Classification-Codealpha2/GENAIGREENML_original_telemetry_chatgpt.py,3180,1131,2049
original_vs_autonomous,Iris-Flower-Classification-Codealpha2,codex,Iris-Flower-Classification-Codealpha2/GENAIGREENML_autonomous_codex.py,Iris-Flower-Classification-Codealpha2/GENAIGREENML_original_telemetry_chatgpt.py,5904,1131,4773
original_vs_autonomous,Iris-Flower-Classification-Codealpha2,gemini,Iris-Flower-Classification-Codealpha2/GENAIGREENML_autonomous_gemini.py,Iris-Flower-Classification-Codealpha2/GENAIGREENML_original_telemetry_chatgpt.py,5548,1131,4417
original_vs_assisted,Iris-Flower-Classification-Codealpha3,chatgpt,Iris-Flower-Classification-Codealpha3/GENAIGREENML_assisted_chatgpt.py,Iris-Flower-Classification-Codealpha3/GENAIGREENML_original_telemetry_chatgpt.py,2617,1010,1607
original_vs_assisted,Iris-Flower-Classification-Codealpha3,claude,Iris-Flower-Classification-Codealpha3/GENAIGREENML_assisted_claude.py,Iris-Flower-Classification-Codealpha3/GENAIGREENML_original_telemetry_chatgpt.py,1675,1010,665
original_vs_assisted,Iris-Flower-Classification-Codealpha3,codex,Iris-Flower-Classification-Codealpha3/GENAIGREENML_assisted_codex.py,Iris-Flower-Classification-Codealpha3/GENAIGREENML_original_telemetry_chatgpt.py,2599,1010,1589
original_vs_assisted,Iris-Flower-Classification-Codealpha3,gemini,Iris-Flower-Classification-Codealpha3/GENAIGREENML_assisted_gemini.py,Iris-Flower-Classification-Codealpha3/GENAIGREENML_original_telemetry_chatgpt.py,1879,1010,869
original_vs_autonomous,Iris-Flower-Classification-Codealpha3,chatgpt,Iris-Flower-Classification-Codealpha3/GENAIGREENML_autonomous_chatgpt.py,Iris-Flower-Classification-Codealpha3/GENAIGREENML_original_telemetry_chatgpt.py,9204,1010,8194
original_vs_autonomous,Iris-Flower-Classification-Codealpha3,claude,Iris-Flower-Classification-Codealpha3/GENAIGREENML_autonomous_claude.py,Iris-Flower-Classification-Codealpha3/GENAIGREENML_original_telemetry_chatgpt.py,3184,1010,2174
original_vs_autonomous,Iris-Flower-Classification-Codealpha3,codex,Iris-Flower-Classification-Codealpha3/GENAIGREENML_autonomous_codex.py,Iris-Flower-Classification-Codealpha3/GENAIGREENML_original_telemetry_chatgpt.py,7539,1010,6529
original_vs_autonomous,Iris-Flower-Classification-Codealpha3,gemini,Iris-Flower-Classification-Codealpha3/GENAIGREENML_autonomous_gemini.py,Iris-Flower-Classification-Codealpha3/GENAIGREENML_original_telemetry_chatgpt.py,4622,1010,3612
original_vs_assisted,Iris-ML-Lab,chatgpt,Iris-ML-Lab/GENAIGREENML_assisted_chatgpt.py,Iris-ML-Lab/GENAIGREENML_original_telemetry_chatgpt.py,4096,934,3162
original_vs_assisted,Iris-ML-Lab,claude,Iris-ML-Lab/GENAIGREENML_assisted_claude.py,Iris-ML-Lab/GENAIGREENML_original_telemetry_chatgpt.py,1595,934,661
original_vs_assisted,Iris-ML-Lab,codex,Iris-ML-Lab/GENAIGREENML_assisted_codex.py,Iris-ML-Lab/GENAIGREENML_original_telemetry_chatgpt.py,3129,934,2195
original_vs_assisted,Iris-ML-Lab,gemini,Iris-ML-Lab/GENAIGREENML_assisted_gemini.py,Iris-ML-Lab/GENAIGREENML_original_telemetry_chatgpt.py,1989,934,1055
original_vs_autonomous,Iris-ML-Lab,chatgpt,Iris-ML-Lab/GENAIGREENML_autonomous_chatgpt.py,Iris-ML-Lab/GENAIGREENML_original_telemetry_chatgpt.py,8885,934,7951
original_vs_autonomous,Iris-ML-Lab,claude,Iris-ML-Lab/GENAIGREENML_autonomous_claude.py,Iris-ML-Lab/GENAIGREENML_original_telemetry_chatgpt.py,3370,934,2436
original_vs_autonomous,Iris-ML-Lab,codex,Iris-ML-Lab/GENAIGREENML_autonomous_codex.py,Iris-ML-Lab/GENAIGREENML_original_telemetry_chatgpt.py,7539,934,6605
original_vs_autonomous,Iris-ML-Lab,gemini,Iris-ML-Lab/GENAIGREENML_autonomous_gemini.py,Iris-ML-Lab/GENAIGREENML_original_telemetry_chatgpt.py,4652,934,3718
original_vs_assisted,JunctionalClassifier,chatgpt,JunctionalClassifier/GENAIGREENML_assisted_chatgpt.py,JunctionalClassifier/GENAIGREENML_original_telemetry_chatgpt.py,4420,3216,1204
original_vs_assisted,JunctionalClassifier,claude,JunctionalClassifier/GENAIGREENML_assisted_claude.py,JunctionalClassifier/GENAIGREENML_original_telemetry_chatgpt.py,2347,3216,-869
original_vs_assisted,JunctionalClassifier,codex,JunctionalClassifier/GENAIGREENML_assisted_codex.py,JunctionalClassifier/GENAIGREENML_original_telemetry_chatgpt.py,10455,3216,7239
original_vs_assisted,JunctionalClassifier,gemini,JunctionalClassifier/GENAIGREENML_assisted_gemini.py,JunctionalClassifier/GENAIGREENML_original_telemetry_chatgpt.py,2876,3216,-340
original_vs_autonomous,JunctionalClassifier,chatgpt,JunctionalClassifier/GENAIGREENML_autonomous_chatgpt.py,JunctionalClassifier/GENAIGREENML_original_telemetry_chatgpt.py,13419,3216,10203
original_vs_autonomous,JunctionalClassifier,gemini,JunctionalClassifier/GENAIGREENML_autonomous_gemini.py,JunctionalClassifier/GENAIGREENML_original_telemetry_chatgpt.py,5892,3216,2676
original_vs_assisted,JunctionalClassifier2,chatgpt,JunctionalClassifier2/GENAIGREENML_assisted_chatgpt.py,JunctionalClassifier2/GENAIGREENML_original_telemetry_chatgpt.py,3125,2892,233
original_vs_assisted,JunctionalClassifier2,claude,JunctionalClassifier2/GENAIGREENML_assisted_claude.py,JunctionalClassifier2/GENAIGREENML_original_telemetry_chatgpt.py,1886,2892,-1006
original_vs_assisted,JunctionalClassifier2,codex,JunctionalClassifier2/GENAIGREENML_assisted_codex.py,JunctionalClassifier2/GENAIGREENML_original_telemetry_chatgpt.py,5121,2892,2229
original_vs_assisted,JunctionalClassifier2,gemini,JunctionalClassifier2/GENAIGREENML_assisted_gemini.py,JunctionalClassifier2/GENAIGREENML_original_telemetry_chatgpt.py,2354,2892,-538
original_vs_autonomous,JunctionalClassifier2,chatgpt,JunctionalClassifier2/GENAIGREENML_autonomous_chatgpt.py,JunctionalClassifier2/GENAIGREENML_original_telemetry_chatgpt.py,10461,2892,7569
original_vs_autonomous,JunctionalClassifier2,codex,JunctionalClassifier2/GENAIGREENML_autonomous_codex.py,JunctionalClassifier2/GENAIGREENML_original_telemetry_chatgpt.py,9369,2892,6477
original_vs_autonomous,JunctionalClassifier2,gemini,JunctionalClassifier2/GENAIGREENML_autonomous_gemini.py,JunctionalClassifier2/GENAIGREENML_original_telemetry_chatgpt.py,6588,2892,3696
original_vs_assisted,JunctionalClassifier3,chatgpt,JunctionalClassifier3/GENAIGREENML_assisted_chatgpt.py,JunctionalClassifier3/GENAIGREENML_original_telemetry_chatgpt.py,2694,2921,-227
original_vs_assisted,JunctionalClassifier3,claude,JunctionalClassifier3/GENAIGREENML_assisted_claude.py,JunctionalClassifier3/GENAIGREENML_original_telemetry_chatgpt.py,3512,2921,591
original_vs_assisted,JunctionalClassifier3,codex,JunctionalClassifier3/GENAIGREENML_assisted_codex.py,JunctionalClassifier3/GENAIGREENML_original_telemetry_chatgpt.py,8662,2921,5741
original_vs_assisted,JunctionalClassifier3,gemini,JunctionalClassifier3/GENAIGREENML_assisted_gemini.py,JunctionalClassifier3/GENAIGREENML_original_telemetry_chatgpt.py,2967,2921,46
original_vs_autonomous,JunctionalClassifier3,gemini,JunctionalClassifier3/GENAIGREENML_autonomous_gemini.py,JunctionalClassifier3/GENAIGREENML_original_telemetry_chatgpt.py,6460,2921,3539
original_vs_assisted,K-Nearest-Neighbor-Algorithm,chatgpt,K-Nearest-Neighbor-Algorithm/GENAIGREENML_assisted_chatgpt.py,K-Nearest-Neighbor-Algorithm/GENAIGREENML_original_telemetry_chatgpt.py,12028,2384,9644
original_vs_assisted,K-Nearest-Neighbor-Algorithm,claude,K-Nearest-Neighbor-Algorithm/GENAIGREENML_assisted_claude.py,K-Nearest-Neighbor-Algorithm/GENAIGREENML_original_telemetry_chatgpt.py,2202,2384,-182
original_vs_assisted,K-Nearest-Neighbor-Algorithm,codex,K-Nearest-Neighbor-Algorithm/GENAIGREENML_assisted_codex.py,K-Nearest-Neighbor-Algorithm/GENAIGREENML_original_telemetry_chatgpt.py,9785,2384,7401
original_vs_assisted,K-Nearest-Neighbor-Algorithm,gemini,K-Nearest-Neighbor-Algorithm/GENAIGREENML_assisted_gemini.py,K-Nearest-Neighbor-Algorithm/GENAIGREENML_original_telemetry_chatgpt.py,2619,2384,235
original_vs_autonomous,K-Nearest-Neighbor-Algorithm,chatgpt,K-Nearest-Neighbor-Algorithm/GENAIGREENML_autonomous_chatgpt.py,K-Nearest-Neighbor-Algorithm/GENAIGREENML_original_telemetry_chatgpt.py,7663,2384,5279
original_vs_autonomous,K-Nearest-Neighbor-Algorithm,claude,K-Nearest-Neighbor-Algorithm/GENAIGREENML_autonomous_claude.py,K-Nearest-Neighbor-Algorithm/GENAIGREENML_original_telemetry_chatgpt.py,3024,2384,640
original_vs_autonomous,K-Nearest-Neighbor-Algorithm,codex,K-Nearest-Neighbor-Algorithm/GENAIGREENML_autonomous_codex.py,K-Nearest-Neighbor-Algorithm/GENAIGREENML_original_telemetry_chatgpt.py,6550,2384,4166
original_vs_autonomous,K-Nearest-Neighbor-Algorithm,gemini,K-Nearest-Neighbor-Algorithm/GENAIGREENML_autonomous_gemini.py,K-Nearest-Neighbor-Algorithm/GENAIGREENML_original_telemetry_chatgpt.py,4897,2384,2513
original_vs_assisted,ML_CSV_Classification,chatgpt,ML_CSV_Classification/GENAIGREENML_assisted_chatgpt.py,ML_CSV_Classification/GENAIGREENML_original_telemetry_chatgpt.py,2831,2149,682
original_vs_assisted,ML_CSV_Classification,claude,ML_CSV_Classification/GENAIGREENML_assisted_claude.py,ML_CSV_Classification/GENAIGREENML_original_telemetry_chatgpt.py,1680,2149,-469
original_vs_assisted,ML_CSV_Classification,codex,ML_CSV_Classification/GENAIGREENML_assisted_codex.py,ML_CSV_Classification/GENAIGREENML_original_telemetry_chatgpt.py,3928,2149,1779
original_vs_assisted,ML_CSV_Classification,gemini,ML_CSV_Classification/GENAIGREENML_assisted_gemini.py,ML_CSV_Classification/GENAIGREENML_original_telemetry_chatgpt.py,2214,2149,65
original_vs_autonomous,ML_CSV_Classification,chatgpt,ML_CSV_Classification/GENAIGREENML_autonomous_chatgpt.py,ML_CSV_Classification/GENAIGREENML_original_telemetry_chatgpt.py,13705,2149,11556
original_vs_autonomous,ML_CSV_Classification,gemini,ML_CSV_Classification/GENAIGREENML_autonomous_gemini.py,ML_CSV_Classification/GENAIGREENML_original_telemetry_chatgpt.py,5769,2149,3620
original_vs_assisted,MachineLearn-WineClassifier,chatgpt,MachineLearn-WineClassifier/GENAIGREENML_assisted_chatgpt.py,MachineLearn-WineClassifier/GENAIGREENML_original_telemetry_chatgpt.py,2934,974,1960
original_vs_assisted,MachineLearn-WineClassifier,claude,MachineLearn-WineClassifier/GENAIGREENML_assisted_claude.py,MachineLearn-WineClassifier/GENAIGREENML_original_telemetry_chatgpt.py,1781,974,807
original_vs_assisted,MachineLearn-WineClassifier,codex,MachineLearn-WineClassifier/GENAIGREENML_assisted_codex.py,MachineLearn-WineClassifier/GENAIGREENML_original_telemetry_chatgpt.py,3170,974,2196
original_vs_assisted,MachineLearn-WineClassifier,gemini,MachineLearn-WineClassifier/GENAIGREENML_assisted_gemini.py,MachineLearn-WineClassifier/GENAIGREENML_original_telemetry_chatgpt.py,1970,974,996
original_vs_autonomous,MachineLearn-WineClassifier,chatgpt,MachineLearn-WineClassifier/GENAIGREENML_autonomous_chatgpt.py,MachineLearn-WineClassifier/GENAIGREENML_original_telemetry_chatgpt.py,11019,974,10045
original_vs_autonomous,MachineLearn-WineClassifier,codex,MachineLearn-WineClassifier/GENAIGREENML_autonomous_codex.py,MachineLearn-WineClassifier/GENAIGREENML_original_telemetry_chatgpt.py,8421,974,7447
original_vs_autonomous,MachineLearn-WineClassifier,gemini,MachineLearn-WineClassifier/GENAIGREENML_autonomous_gemini.py,MachineLearn-WineClassifier/GENAIGREENML_original_telemetry_chatgpt.py,4656,974,3682
original_vs_assisted,MaliciousSoftwareClassification,chatgpt,MaliciousSoftwareClassification/GENAIGREENML_assisted_chatgpt.py,MaliciousSoftwareClassification/GENAIGREENML_original_telemetry_chatgpt.py,6009,3995,2014
original_vs_assisted,MaliciousSoftwareClassification,claude,MaliciousSoftwareClassification/GENAIGREENML_assisted_claude.py,MaliciousSoftwareClassification/GENAIGREENML_original_telemetry_chatgpt.py,2863,3995,-1132
original_vs_assisted,MaliciousSoftwareClassification,codex,MaliciousSoftwareClassification/GENAIGREENML_assisted_codex.py,MaliciousSoftwareClassification/GENAIGREENML_original_telemetry_chatgpt.py,6536,3995,2541
original_vs_assisted,MaliciousSoftwareClassification,gemini,MaliciousSoftwareClassification/GENAIGREENML_assisted_gemini.py,MaliciousSoftwareClassification/GENAIGREENML_original_telemetry_chatgpt.py,4716,3995,721
original_vs_autonomous,MaliciousSoftwareClassification,chatgpt,MaliciousSoftwareClassification/GENAIGREENML_autonomous_chatgpt.py,MaliciousSoftwareClassification/GENAIGREENML_original_telemetry_chatgpt.py,9133,3995,5138
original_vs_autonomous,MaliciousSoftwareClassification,codex,MaliciousSoftwareClassification/GENAIGREENML_autonomous_codex.py,MaliciousSoftwareClassification/GENAIGREENML_original_telemetry_chatgpt.py,6320,3995,2325
original_vs_autonomous,MaliciousSoftwareClassification,gemini,MaliciousSoftwareClassification/GENAIGREENML_autonomous_gemini.py,MaliciousSoftwareClassification/GENAIGREENML_original_telemetry_chatgpt.py,3854,3995,-141
original_vs_assisted,Multi-Turn-Intent-Classification,chatgpt,Multi-Turn-Intent-Classification/GENAIGREENML_assisted_chatgpt.py,Multi-Turn-Intent-Classification/GENAIGREENML_original_telemetry_chatgpt.py,5458,2864,2594
original_vs_assisted,Multi-Turn-Intent-Classification,claude,Multi-Turn-Intent-Classification/GENAIGREENML_assisted_claude.py,Multi-Turn-Intent-Classification/GENAIGREENML_original_telemetry_chatgpt.py,3202,2864,338
original_vs_assisted,Multi-Turn-Intent-Classification,codex,Multi-Turn-Intent-Classification/GENAIGREENML_assisted_codex.py,Multi-Turn-Intent-Classification/GENAIGREENML_original_telemetry_chatgpt.py,6295,2864,3431
original_vs_assisted,Multi-Turn-Intent-Classification,gemini,Multi-Turn-Intent-Classification/GENAIGREENML_assisted_gemini.py,Multi-Turn-Intent-Classification/GENAIGREENML_original_telemetry_chatgpt.py,3328,2864,464
original_vs_autonomous,Multi-Turn-Intent-Classification,codex,Multi-Turn-Intent-Classification/GENAIGREENML_autonomous_codex.py,Multi-Turn-Intent-Classification/GENAIGREENML_original_telemetry_chatgpt.py,11576,2864,8712
original_vs_autonomous,Multi-Turn-Intent-Classification,gemini,Multi-Turn-Intent-Classification/GENAIGREENML_autonomous_gemini.py,Multi-Turn-Intent-Classification/GENAIGREENML_original_telemetry_chatgpt.py,6291,2864,3427
original_vs_assisted,Na-ve-bayes-algorithm-to-classify-the-fetal-health-,chatgpt,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_assisted_chatgpt.py,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_original_telemetry_chatgpt.py,3378,613,2765
original_vs_assisted,Na-ve-bayes-algorithm-to-classify-the-fetal-health-,claude,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_assisted_claude.py,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_original_telemetry_chatgpt.py,1446,613,833
original_vs_assisted,Na-ve-bayes-algorithm-to-classify-the-fetal-health-,codex,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_assisted_codex.py,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_original_telemetry_chatgpt.py,3533,613,2920
original_vs_assisted,Na-ve-bayes-algorithm-to-classify-the-fetal-health-,gemini,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_assisted_gemini.py,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_original_telemetry_chatgpt.py,1749,613,1136
original_vs_autonomous,Na-ve-bayes-algorithm-to-classify-the-fetal-health-,chatgpt,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_autonomous_chatgpt.py,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_original_telemetry_chatgpt.py,11553,613,10940
original_vs_autonomous,Na-ve-bayes-algorithm-to-classify-the-fetal-health-,claude,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_autonomous_claude.py,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_original_telemetry_chatgpt.py,3234,613,2621
original_vs_autonomous,Na-ve-bayes-algorithm-to-classify-the-fetal-health-,codex,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_autonomous_codex.py,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_original_telemetry_chatgpt.py,9472,613,8859
original_vs_autonomous,Na-ve-bayes-algorithm-to-classify-the-fetal-health-,gemini,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_autonomous_gemini.py,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_original_telemetry_chatgpt.py,3664,613,3051
original_vs_assisted,Network_Intrusion_Detection_System,chatgpt,Network_Intrusion_Detection_System/GENAIGREENML_assisted_chatgpt.py,Network_Intrusion_Detection_System/GENAIGREENML_original_telemetry_chatgpt.py,2473,1599,874
original_vs_assisted,Network_Intrusion_Detection_System,codex,Network_Intrusion_Detection_System/GENAIGREENML_assisted_codex.py,Network_Intrusion_Detection_System/GENAIGREENML_original_telemetry_chatgpt.py,3445,1599,1846
original_vs_autonomous,Network_Intrusion_Detection_System,chatgpt,Network_Intrusion_Detection_System/GENAIGREENML_autonomous_chatgpt.py,Network_Intrusion_Detection_System/GENAIGREENML_original_telemetry_chatgpt.py,10550,1599,8951
original_vs_autonomous,Network_Intrusion_Detection_System,codex,Network_Intrusion_Detection_System/GENAIGREENML_autonomous_codex.py,Network_Intrusion_Detection_System/GENAIGREENML_original_telemetry_chatgpt.py,8429,1599,6830
original_vs_autonomous,Network_Intrusion_Detection_System,gemini,Network_Intrusion_Detection_System/GENAIGREENML_autonomous_gemini.py,Network_Intrusion_Detection_System/GENAIGREENML_original_telemetry_chatgpt.py,5009,1599,3410
original_vs_assisted,Predicting-heart-diseases-,chatgpt,Predicting-heart-diseases-/GENAIGREENML_assisted_chatgpt.py,Predicting-heart-diseases-/GENAIGREENML_original_telemetry_chatgpt.py,3300,2596,704
original_vs_assisted,Predicting-heart-diseases-,claude,Predicting-heart-diseases-/GENAIGREENML_assisted_claude.py,Predicting-heart-diseases-/GENAIGREENML_original_telemetry_chatgpt.py,2891,2596,295
original_vs_assisted,Predicting-heart-diseases-,codex,Predicting-heart-diseases-/GENAIGREENML_assisted_codex.py,Predicting-heart-diseases-/GENAIGREENML_original_telemetry_chatgpt.py,3793,2596,1197
original_vs_assisted,Predicting-heart-diseases-,gemini,Predicting-heart-diseases-/GENAIGREENML_assisted_gemini.py,Predicting-heart-diseases-/GENAIGREENML_original_telemetry_chatgpt.py,2837,2596,241
original_vs_autonomous,Predicting-heart-diseases-,chatgpt,Predicting-heart-diseases-/GENAIGREENML_autonomous_chatgpt.py,Predicting-heart-diseases-/GENAIGREENML_original_telemetry_chatgpt.py,10147,2596,7551
original_vs_autonomous,Predicting-heart-diseases-,claude,Predicting-heart-diseases-/GENAIGREENML_autonomous_claude.py,Predicting-heart-diseases-/GENAIGREENML_original_telemetry_chatgpt.py,3129,2596,533
original_vs_autonomous,Predicting-heart-diseases-,codex,Predicting-heart-diseases-/GENAIGREENML_autonomous_codex.py,Predicting-heart-diseases-/GENAIGREENML_original_telemetry_chatgpt.py,5830,2596,3234
original_vs_autonomous,Predicting-heart-diseases-,gemini,Predicting-heart-diseases-/GENAIGREENML_autonomous_gemini.py,Predicting-heart-diseases-/GENAIGREENML_original_telemetry_chatgpt.py,5049,2596,2453
original_vs_assisted,Rock-or-Mine-prediction,chatgpt,Rock-or-Mine-prediction/GENAIGREENML_assisted_chatgpt.py,Rock-or-Mine-prediction/GENAIGREENML_original_telemetry_chatgpt.py,2254,843,1411
original_vs_assisted,Rock-or-Mine-prediction,claude,Rock-or-Mine-prediction/GENAIGREENML_assisted_claude.py,Rock-or-Mine-prediction/GENAIGREENML_original_telemetry_chatgpt.py,1643,843,800
original_vs_assisted,Rock-or-Mine-prediction,codex,Rock-or-Mine-prediction/GENAIGREENML_assisted_codex.py,Rock-or-Mine-prediction/GENAIGREENML_original_telemetry_chatgpt.py,2487,843,1644
original_vs_assisted,Rock-or-Mine-prediction,gemini,Rock-or-Mine-prediction/GENAIGREENML_assisted_gemini.py,Rock-or-Mine-prediction/GENAIGREENML_original_telemetry_chatgpt.py,1750,843,907
original_vs_autonomous,Rock-or-Mine-prediction,chatgpt,Rock-or-Mine-prediction/GENAIGREENML_autonomous_chatgpt.py,Rock-or-Mine-prediction/GENAIGREENML_original_telemetry_chatgpt.py,10750,843,9907
